Title;;Date;;
MINDHUNTER: Temporada 1: Episodio 10;;5/26/19;;
MINDHUNTER: Temporada 1: Episodio 9;;5/26/19;;
MINDHUNTER: Temporada 1: Episodio 8;;5/26/19;;
MINDHUNTER: Temporada 1: Episodio 7;;5/26/19;;
MINDHUNTER: Temporada 1: Episodio 6;;5/26/19;;
MINDHUNTER: Temporada 1: Episodio 5;;5/26/19;;
MINDHUNTER: Temporada 1: Episodio 4;;5/26/19;;
MINDHUNTER: Temporada 1: Episodio 3;;5/25/19;;
MINDHUNTER: Temporada 1: Episodio 2;;5/25/19;;
Sorjonen: Una casa de muñecas (Parte 1);;5/25/19;;
Ozark: Temporada 2: La costa dorada;;5/24/19;;
Ozark: Temporada 2: El tejón;;5/24/19;;
Ozark: Temporada 2: El sueño eterno;;5/24/19;;
Ozark: Temporada 2: La única salida;;5/23/19;;
Ozark: Temporada 2: Las tinieblas de fuera;;5/22/19;;
Ozark: Temporada 2: Día D;;5/22/19;;
Ozark: Temporada 2: En soledad;;5/21/19;;
Ozark: Temporada 2: La maldición Langmore;;5/21/19;;
Ozark: Temporada 2: La preciosa sangre de Jesús;;5/20/19;;
Ozark: Temporada 2: Compensación;;5/20/19;;
Ozark: Temporada 1: Suenan las campanas;;5/20/19;;
Ozark: Temporada 1: Café... Negro;;5/20/19;;
Ozark: Temporada 1: Caleidoscopio;;5/20/19;;
Ozark: Temporada 1: Caja nido;;5/19/19;;
Vis a vis: Temporada 1: Mosquita muerta;;5/19/19;;
Ozark: Temporada 1: El libro de Ruth;;5/19/19;;
Ozark: Temporada 1: Días dominantes;;5/19/19;;
Ozark: Temporada 1: Esta noche improvisamos;;5/19/19;;
Ozark: Temporada 1: Insomnio;;5/19/19;;
Ozark: Temporada 1: Blue Cat;;5/18/19;;
Ozark: Temporada 1: Azucarada;;5/18/19;;
Cartas de Van Gogh;;5/18/19;;
Morir para contar;;5/17/19;;
Arenas movedizas: Miniserie: Los testigos;;5/17/19;;
Arenas movedizas: Miniserie: El juicio;;5/17/19;;
Arenas movedizas: Miniserie: La reconstrucción;;5/17/19;;
Arenas movedizas: Miniserie: El funeral;;5/17/19;;
Arenas movedizas: Miniserie: Detenida;;5/17/19;;
Arenas movedizas: Miniserie: Maja;;5/16/19;;
